transaction_id,account_id,transaction_type,transaction_amount,balance_before,balance_after,channel,location,timestamp,is_fraud
T00678,A1052,transfer,5702.57,9302.14,3599.5699999999997,online,Mutare,2025-05-13 07:36:05,0
T00679,A1082,payment,5988.35,2278.99,-3709.3600000000006,mobile,Mutare,2025-03-25 19:38:49,1
T00680,A1068,transfer,4345.4,9849.68,5504.280000000001,ATM,Mutare,2025-03-30 20:35:43,0
T00681,A1060,payment,563.19,6395.53,5832.34,mobile,Bulawayo,2025-04-17 05:30:47,0
T00682,A1058,payment,3901.39,4126.24,224.8499999999999,ATM,Masvingo,2025-05-07 21:46:27,0
T00683,A1053,payment,5822.18,9242.23,3420.0499999999993,online,Masvingo,2025-05-17 01:40:43,0
T00684,A1054,payment,1772.5,9407.0,7634.5,online,Harare,2025-04-07 21:54:00,0
T00685,A1011,withdrawal,1177.72,5402.88,4225.16,online,Bulawayo,2025-04-08 00:40:08,0
T00686,A1050,withdrawal,2326.66,2522.44,195.7800000000002,branch,Bulawayo,2025-04-04 22:52:35,0
T00687,A1052,withdrawal,5624.62,3600.91,-2023.71,ATM,Masvingo,2025-05-18 12:14:48,1
T00688,A1005,deposit,769.41,8683.39,9452.8,mobile,Bulawayo,2025-03-29 03:52:53,0
T00689,A1064,withdrawal,4461.88,745.84,-3716.04,online,Mutare,2025-03-24 02:27:46,1
T00690,A1030,deposit,149.39,7185.64,7335.030000000001,mobile,Gweru,2025-04-15 04:10:24,0
T00691,A1090,deposit,2047.84,5291.44,7339.28,mobile,Harare,2025-03-24 08:38:57,0
T00692,A1054,payment,961.19,7154.47,6193.280000000001,online,Gweru,2025-04-07 16:21:31,0
T00693,A1011,payment,2315.88,3620.84,1304.96,ATM,Mutare,2025-05-07 11:03:11,0
T00694,A1093,deposit,2839.61,5449.7,8289.31,ATM,Gweru,2025-05-10 01:02:55,0
T00695,A1037,payment,5177.62,5506.02,328.40000000000055,online,Mutare,2025-03-29 06:59:31,0
T00696,A1069,deposit,812.12,7350.59,8162.71,online,Harare,2025-03-22 18:41:57,0
T00697,A1065,deposit,402.67,983.33,1386.0,ATM,Masvingo,2025-04-17 09:19:25,0
T00698,A1085,withdrawal,3121.68,2056.14,-1065.54,ATM,Bulawayo,2025-05-04 00:35:33,1
T00699,A1075,payment,3218.44,7053.48,3835.0399999999995,mobile,Bulawayo,2025-04-08 16:28:46,0
T00700,A1097,deposit,597.42,611.62,1209.04,branch,Gweru,2025-04-15 20:07:08,0
T00701,A1042,deposit,1990.98,2017.51,4008.49,ATM,Bulawayo,2025-05-01 06:47:34,0
T00702,A1014,deposit,836.94,2805.21,3642.15,branch,Bulawayo,2025-03-26 05:36:41,0
T00703,A1080,deposit,3706.6,895.14,4601.74,ATM,Gweru,2025-04-08 17:19:27,0
T00704,A1018,transfer,5277.26,7223.07,1945.8099999999995,online,Mutare,2025-05-07 14:34:47,0
T00705,A1097,withdrawal,993.67,6840.06,5846.39,branch,Bulawayo,2025-04-03 13:09:54,0
T00706,A1027,withdrawal,2713.07,6523.22,3810.15,ATM,Masvingo,2025-04-05 01:09:41,0
T00707,A1047,deposit,507.26,2441.29,2948.55,online,Harare,2025-05-18 09:33:02,0
T00708,A1041,transfer,4507.51,342.37,-4165.14,mobile,Bulawayo,2025-04-15 14:56:40,1
T00709,A1092,transfer,1930.25,420.39,-1509.8600000000001,online,Mutare,2025-05-21 05:31:28,1
T00710,A1019,withdrawal,4101.11,9999.18,5898.070000000001,online,Mutare,2025-05-01 02:17:52,0
T00711,A1091,payment,1938.35,4906.17,2967.82,branch,Harare,2025-05-02 11:53:15,0
T00712,A1003,payment,1165.77,527.54,-638.23,ATM,Mutare,2025-05-14 13:46:10,1
T00713,A1004,deposit,2883.92,2343.48,5227.4,branch,Masvingo,2025-04-07 05:50:34,0
T00714,A1036,transfer,4487.79,6141.06,1653.2700000000004,branch,Masvingo,2025-03-26 05:07:25,0
T00715,A1019,payment,1409.87,8897.29,7487.420000000001,branch,Gweru,2025-03-25 02:34:57,0
T00716,A1052,deposit,2374.49,8154.19,10528.68,branch,Gweru,2025-04-05 10:57:20,0
T00717,A1038,withdrawal,55.99,3255.92,3199.9300000000003,online,Mutare,2025-03-25 21:14:14,0
T00718,A1022,withdrawal,3356.69,9270.8,5914.109999999999,branch,Masvingo,2025-05-03 19:43:57,0
T00719,A1096,transfer,715.98,8418.26,7702.280000000001,online,Mutare,2025-03-31 13:13:38,0
T00720,A1084,deposit,1593.82,3451.53,5045.35,ATM,Bulawayo,2025-04-28 23:22:14,0
T00721,A1070,withdrawal,5259.27,2842.38,-2416.8900000000003,ATM,Harare,2025-04-26 01:52:32,1
T00722,A1089,payment,1781.52,7513.2,5731.68,ATM,Bulawayo,2025-05-16 00:22:55,0
T00723,A1062,deposit,1075.07,9360.35,10435.42,branch,Gweru,2025-05-18 19:11:27,0
T00724,A1031,deposit,1996.12,8490.07,10486.189999999999,mobile,Bulawayo,2025-03-23 03:40:29,0
T00725,A1058,withdrawal,116.5,2589.17,2472.67,mobile,Mutare,2025-04-24 20:42:17,0
T00726,A1091,withdrawal,2984.37,3954.23,969.8600000000001,ATM,Masvingo,2025-05-01 00:25:56,0
T00727,A1080,deposit,4917.45,6715.7,11633.15,mobile,Mutare,2025-05-20 03:13:34,0
T00728,A1031,deposit,690.79,1695.15,2385.94,ATM,Harare,2025-05-01 14:58:12,0
T00729,A1083,transfer,4788.23,7433.34,2645.1100000000006,ATM,Gweru,2025-04-21 02:31:10,0
T00730,A1086,withdrawal,5251.69,6803.26,1551.5700000000006,ATM,Mutare,2025-05-10 07:47:29,1
T00731,A1071,deposit,4493.33,2658.43,7151.76,mobile,Mutare,2025-04-12 21:54:10,0
T00732,A1019,payment,1908.94,8997.25,7088.3099999999995,ATM,Mutare,2025-05-10 07:46:55,0
T00733,A1100,transfer,2498.72,6137.05,3638.3300000000004,branch,Masvingo,2025-04-15 11:31:51,0
T00734,A1045,payment,255.06,4646.37,4391.3099999999995,online,Bulawayo,2025-04-24 19:32:13,0
T00735,A1099,deposit,1906.24,7751.83,9658.07,mobile,Gweru,2025-04-15 21:59:48,0
T00736,A1077,deposit,2924.55,2390.09,5314.64,mobile,Mutare,2025-04-03 21:03:21,0
T00737,A1043,deposit,1046.8,4102.11,5148.91,online,Bulawayo,2025-03-26 17:53:56,0
T00738,A1021,withdrawal,192.62,1808.35,1615.73,online,Mutare,2025-04-11 15:30:01,0
T00739,A1013,withdrawal,3406.1,5771.35,2365.2500000000005,branch,Harare,2025-05-17 08:46:56,0
T00740,A1048,withdrawal,5550.27,7261.53,1711.2599999999993,branch,Mutare,2025-04-12 00:27:57,0
T00741,A1056,transfer,485.95,1668.38,1182.43,ATM,Masvingo,2025-05-11 02:55:55,0
T00742,A1073,transfer,313.1,2692.14,2379.04,branch,Bulawayo,2025-04-17 18:10:30,0
T00743,A1042,payment,2637.96,3340.36,702.4000000000001,branch,Bulawayo,2025-04-06 09:50:55,0
T00744,A1081,payment,896.76,1330.32,433.55999999999995,branch,Mutare,2025-05-02 06:33:33,0
T00745,A1090,withdrawal,12.79,9635.88,9623.089999999998,ATM,Harare,2025-04-16 19:12:04,0
T00746,A1096,deposit,1876.97,5428.87,7305.84,ATM,Masvingo,2025-04-02 06:23:11,0
T00747,A1060,withdrawal,1220.11,8418.47,7198.36,ATM,Bulawayo,2025-05-05 06:16:30,0
T00748,A1049,payment,3962.73,8322.31,4359.58,branch,Harare,2025-05-16 09:50:21,0
T00749,A1068,deposit,2356.06,1086.86,3442.92,mobile,Harare,2025-04-21 22:01:00,0
T00750,A1010,deposit,1211.6,7833.25,9044.85,mobile,Masvingo,2025-04-21 10:57:32,0
T00751,A1038,transfer,4059.4,4951.78,892.3799999999997,branch,Mutare,2025-04-03 21:21:18,0
T00752,A1094,withdrawal,315.42,7962.26,7646.84,mobile,Masvingo,2025-04-01 04:03:13,0
T00753,A1036,deposit,4022.72,9889.23,13911.949999999999,online,Gweru,2025-03-27 04:08:19,0
T00754,A1008,payment,655.13,6380.78,5725.65,branch,Bulawayo,2025-04-09 17:45:18,0
T00755,A1075,deposit,1465.09,3244.89,4709.98,online,Gweru,2025-05-18 04:21:41,0
T00756,A1057,transfer,215.46,3144.17,2928.71,branch,Bulawayo,2025-05-16 02:49:04,0
T00757,A1095,payment,1908.75,9667.45,7758.700000000001,ATM,Gweru,2025-04-09 06:09:39,0
T00758,A1053,payment,2265.01,9737.22,7472.209999999999,mobile,Mutare,2025-04-01 09:32:24,0
T00759,A1059,deposit,3198.93,6549.19,9748.119999999999,mobile,Mutare,2025-03-23 23:01:41,0
T00760,A1035,payment,5035.38,2332.82,-2702.56,branch,Harare,2025-04-09 01:48:40,1
T00761,A1008,payment,1929.74,1783.87,-145.87000000000012,online,Mutare,2025-04-15 19:15:37,1
T00762,A1054,transfer,636.57,6039.99,5403.42,branch,Gweru,2025-05-16 06:48:42,0
T00763,A1035,payment,1873.85,1732.26,-141.58999999999992,mobile,Bulawayo,2025-05-12 03:32:38,1
T00764,A1099,deposit,3810.16,3402.33,7212.49,mobile,Gweru,2025-03-26 21:13:40,0
T00765,A1053,withdrawal,3529.44,7387.11,3857.6699999999996,branch,Bulawayo,2025-03-29 19:11:06,0
T00766,A1011,deposit,2998.66,1144.93,4143.59,mobile,Masvingo,2025-05-05 01:31:14,0
T00767,A1068,withdrawal,785.66,979.62,193.96000000000004,branch,Mutare,2025-03-24 18:54:01,0
T00768,A1019,withdrawal,2560.79,8946.8,6386.009999999999,mobile,Bulawayo,2025-04-20 15:40:24,0
T00769,A1079,payment,1572.14,7694.44,6122.299999999999,mobile,Mutare,2025-04-04 13:43:46,0
T00770,A1094,payment,2137.81,9129.07,6991.26,mobile,Harare,2025-04-07 18:42:21,0
T00771,A1093,deposit,3946.92,7330.2,11277.119999999999,branch,Bulawayo,2025-05-13 11:46:53,0
T00772,A1062,transfer,2591.69,4499.8,1908.1100000000001,online,Mutare,2025-04-14 09:59:49,0
T00773,A1084,payment,3353.81,3463.75,109.94000000000005,ATM,Bulawayo,2025-04-18 08:05:54,0
T00774,A1032,withdrawal,3274.23,993.45,-2280.7799999999997,mobile,Harare,2025-03-25 14:30:01,1
T00775,A1083,payment,4521.79,678.12,-3843.67,ATM,Bulawayo,2025-05-16 12:48:10,1
T00776,A1081,payment,3784.49,4275.83,491.34000000000015,mobile,Mutare,2025-03-23 12:20:14,0
T00777,A1081,deposit,141.61,7562.73,7704.339999999999,ATM,Gweru,2025-05-01 14:41:19,0
T00778,A1022,transfer,2816.46,3408.18,591.7199999999998,online,Gweru,2025-04-05 19:44:00,0
T00779,A1027,deposit,4863.55,6949.47,11813.02,online,Mutare,2025-03-30 15:54:13,0
T00780,A1028,deposit,2431.86,1134.87,3566.73,online,Bulawayo,2025-05-17 18:06:44,0
T00781,A1035,deposit,3162.65,9664.19,12826.84,mobile,Mutare,2025-04-16 07:23:46,0
T00782,A1025,payment,4334.01,5595.1,1261.0900000000001,mobile,Gweru,2025-05-11 03:03:31,0
T00783,A1087,transfer,2064.52,7862.59,5798.07,online,Harare,2025-05-14 13:48:57,0
T00784,A1002,deposit,1854.45,3055.1,4909.55,branch,Gweru,2025-04-07 08:39:00,0
T00785,A1058,transfer,1354.92,2607.5,1252.58,online,Gweru,2025-03-28 16:36:56,0
T00786,A1070,withdrawal,4992.42,8233.29,3240.870000000001,online,Masvingo,2025-04-25 18:03:41,0
T00787,A1006,deposit,4488.31,3385.38,7873.6900000000005,branch,Bulawayo,2025-05-14 18:38:03,0
T00788,A1016,deposit,1002.0,566.47,1568.47,branch,Mutare,2025-04-27 03:10:48,0
T00789,A1003,payment,1995.5,4759.57,2764.0699999999997,online,Harare,2025-05-13 08:25:29,0
T00790,A1049,payment,4832.61,9050.1,4217.490000000001,mobile,Harare,2025-03-27 09:41:01,0
T00791,A1000,payment,5716.1,8916.16,3200.0599999999995,online,Harare,2025-04-22 07:32:25,0
T00792,A1033,transfer,2055.1,2750.31,695.21,branch,Gweru,2025-03-29 16:28:06,0
T00793,A1010,payment,4588.47,5815.42,1226.9499999999998,online,Masvingo,2025-04-13 12:25:52,0
T00794,A1099,transfer,5776.99,8647.54,2870.550000000001,branch,Gweru,2025-04-08 06:31:47,0
T00795,A1087,withdrawal,5761.15,8375.28,2614.130000000001,online,Gweru,2025-04-21 18:48:42,0
T00796,A1026,payment,5637.68,1640.53,-3997.1500000000005,mobile,Mutare,2025-03-31 08:00:16,1
T00797,A1078,transfer,3837.31,2170.84,-1666.4699999999998,online,Bulawayo,2025-05-17 16:40:52,1
T00798,A1049,transfer,2614.93,1473.02,-1141.9099999999999,mobile,Harare,2025-04-18 07:32:23,1
T00799,A1096,transfer,5819.07,8787.88,2968.8099999999995,online,Masvingo,2025-04-28 01:08:16,0
T00800,A1087,deposit,2638.44,2463.22,5101.66,ATM,Mutare,2025-04-11 22:32:47,0
T00801,A1035,transfer,5058.43,9164.89,4106.459999999999,ATM,Mutare,2025-05-16 21:55:47,0
T00802,A1012,payment,3104.32,5775.22,2670.9,online,Gweru,2025-05-12 10:16:59,0
T00803,A1066,deposit,506.28,6848.16,7354.44,ATM,Harare,2025-03-29 05:33:15,0
T00804,A1072,transfer,3443.43,7251.65,3808.22,ATM,Masvingo,2025-05-21 00:13:23,0
T00805,A1020,withdrawal,4870.0,5382.89,512.8900000000003,online,Harare,2025-05-13 00:34:14,0
T00806,A1001,transfer,4998.91,6568.98,1570.0699999999997,branch,Harare,2025-05-19 05:31:08,0
T00807,A1060,deposit,1390.71,879.02,2269.73,ATM,Bulawayo,2025-04-22 02:30:07,0
T00808,A1045,withdrawal,1978.43,3239.18,1260.7499999999998,mobile,Gweru,2025-05-12 23:40:38,0
T00809,A1057,transfer,1735.21,3692.5,1957.29,online,Gweru,2025-04-09 15:30:37,0
T00810,A1084,transfer,3260.37,1803.87,-1456.5,online,Harare,2025-04-04 04:18:43,1
T00811,A1039,withdrawal,4005.78,1653.93,-2351.8500000000004,ATM,Harare,2025-05-12 03:12:35,1
T00812,A1015,withdrawal,755.74,7187.99,6432.25,ATM,Bulawayo,2025-03-26 14:41:13,0
T00813,A1022,payment,5731.51,2451.36,-3280.15,branch,Masvingo,2025-05-19 23:32:57,1
T00814,A1008,withdrawal,5300.51,2097.05,-3203.46,ATM,Harare,2025-04-17 22:53:19,1
T00815,A1046,transfer,1629.22,1111.68,-517.54,mobile,Mutare,2025-05-01 13:42:06,1
T00816,A1040,payment,47.62,2776.26,2728.6400000000003,ATM,Gweru,2025-04-02 01:02:30,0
T00817,A1087,withdrawal,4857.96,6054.74,1196.7799999999997,online,Harare,2025-04-03 03:01:31,0
T00818,A1064,deposit,856.83,5556.29,6413.12,ATM,Masvingo,2025-04-22 04:46:42,0
T00819,A1040,transfer,2788.6,1438.0,-1350.6,ATM,Mutare,2025-03-23 14:29:50,1
T00820,A1035,transfer,3359.92,3759.58,399.65999999999985,ATM,Masvingo,2025-04-26 09:20:55,0
T00821,A1061,deposit,215.88,7142.25,7358.13,branch,Harare,2025-03-30 19:03:59,0
T00822,A1057,payment,1794.52,7627.19,5832.67,branch,Mutare,2025-04-03 12:09:14,0
T00823,A1093,deposit,4919.17,1567.71,6486.88,online,Masvingo,2025-04-30 21:55:56,0
T00824,A1043,deposit,4971.48,8703.43,13674.91,online,Gweru,2025-04-07 02:15:22,0
T00825,A1084,payment,2914.47,5222.92,2308.4500000000003,branch,Masvingo,2025-03-23 15:45:14,0
T00826,A1019,withdrawal,1300.4,4033.8,2733.4,online,Harare,2025-04-14 02:16:58,0
T00827,A1011,deposit,1508.38,426.7,1935.0800000000002,online,Gweru,2025-04-03 20:21:14,0
T00828,A1015,withdrawal,5932.53,2487.49,-3445.04,mobile,Bulawayo,2025-05-03 11:40:18,1
T00829,A1033,transfer,4209.57,9883.25,5673.68,ATM,Mutare,2025-05-11 00:58:40,0
T00830,A1095,payment,5656.63,6558.79,902.1599999999999,ATM,Mutare,2025-04-08 00:44:18,0
T00831,A1047,transfer,4561.23,8622.02,4060.790000000001,branch,Mutare,2025-05-04 02:00:31,1
T00832,A1049,deposit,4608.94,2530.28,7139.219999999999,mobile,Masvingo,2025-04-26 01:32:24,0
T00833,A1012,withdrawal,5741.96,9558.68,3816.7200000000003,ATM,Harare,2025-05-01 08:27:49,1
T00834,A1088,deposit,2609.93,380.21,2990.14,mobile,Gweru,2025-05-11 11:24:21,0
T00835,A1082,transfer,1629.02,2351.13,722.1100000000001,online,Harare,2025-04-11 04:18:15,0
T00836,A1056,deposit,2787.55,8342.4,11129.95,branch,Masvingo,2025-03-31 07:56:10,0
T00837,A1061,withdrawal,5839.87,4520.85,-1319.0199999999995,online,Gweru,2025-04-25 22:00:38,1
T00838,A1006,deposit,677.13,7091.53,7768.66,branch,Gweru,2025-04-27 13:04:27,0
T00839,A1022,payment,4333.34,4512.86,179.51999999999953,ATM,Harare,2025-04-26 22:22:04,0
T00840,A1034,payment,5239.14,5923.76,684.6199999999999,mobile,Gweru,2025-05-03 21:34:54,0
T00841,A1031,payment,5763.61,4968.96,-794.6499999999996,online,Gweru,2025-04-26 19:11:38,1
T00842,A1040,withdrawal,2482.87,9838.4,7355.53,branch,Harare,2025-04-15 19:11:18,0
T00843,A1004,transfer,5458.84,225.23,-5233.610000000001,ATM,Gweru,2025-05-01 23:10:13,1
T00844,A1097,withdrawal,2250.24,9481.11,7230.870000000001,branch,Harare,2025-05-07 16:57:15,0
T00845,A1044,payment,3219.41,7260.99,4041.58,branch,Bulawayo,2025-05-07 04:22:21,0
T00846,A1098,payment,3483.74,1459.62,-2024.12,branch,Harare,2025-05-07 21:52:05,1
T00847,A1046,transfer,1328.68,7383.22,6054.54,ATM,Mutare,2025-05-21 00:22:58,0
T00848,A1024,transfer,5738.53,3335.0,-2403.5299999999997,online,Masvingo,2025-05-12 12:01:22,1
T00849,A1092,transfer,2023.32,3192.17,1168.8500000000001,branch,Gweru,2025-04-26 00:19:22,0
T00850,A1086,transfer,2274.36,9656.84,7382.48,branch,Mutare,2025-05-03 17:25:08,0
T00851,A1060,payment,4258.12,6964.45,2706.33,branch,Harare,2025-05-06 04:31:39,0
T00852,A1068,transfer,4021.17,1724.48,-2296.69,branch,Bulawayo,2025-04-12 19:21:02,1
T00853,A1022,transfer,1927.98,9482.54,7554.560000000001,ATM,Harare,2025-04-04 00:44:37,0
T00854,A1014,deposit,4685.21,7724.91,12410.119999999999,mobile,Gweru,2025-05-03 14:56:23,0
T00855,A1069,withdrawal,5420.16,9966.92,4546.76,online,Masvingo,2025-05-18 06:45:53,0
T00856,A1016,withdrawal,4628.06,3538.08,-1089.9800000000005,online,Masvingo,2025-04-11 05:38:17,1
T00857,A1012,withdrawal,3523.16,9383.27,5860.110000000001,ATM,Mutare,2025-04-13 03:24:11,0
T00858,A1063,withdrawal,2942.06,1932.82,-1009.24,branch,Bulawayo,2025-03-26 12:39:49,1
T00859,A1095,transfer,3609.52,838.49,-2771.0299999999997,ATM,Mutare,2025-05-14 22:58:18,1
T00860,A1018,deposit,3135.19,5973.66,9108.85,ATM,Masvingo,2025-04-19 05:46:50,0
T00861,A1091,transfer,3591.52,2761.35,-830.1700000000001,ATM,Gweru,2025-05-09 04:28:06,1
T00862,A1000,deposit,2049.66,3553.83,5603.49,branch,Gweru,2025-03-31 13:59:46,0
T00863,A1012,withdrawal,1111.68,6587.82,5476.139999999999,branch,Masvingo,2025-05-03 22:09:12,0
T00864,A1070,withdrawal,4610.62,6923.65,2313.0299999999997,mobile,Mutare,2025-04-04 11:52:28,0
T00865,A1097,payment,1000.16,8104.53,7104.37,mobile,Masvingo,2025-04-18 20:04:58,0
T00866,A1073,payment,4157.96,9225.97,5068.009999999999,ATM,Mutare,2025-05-18 05:31:13,0
T00867,A1078,deposit,4109.01,1319.27,5428.280000000001,mobile,Harare,2025-05-06 11:20:36,0
T00868,A1079,withdrawal,5660.99,9769.91,4108.92,mobile,Masvingo,2025-04-27 15:12:39,1
T00869,A1008,deposit,2204.39,8134.53,10338.92,branch,Bulawayo,2025-04-24 03:31:52,0
T00870,A1007,payment,1615.37,7323.22,5707.85,online,Bulawayo,2025-04-17 22:07:51,0
T00871,A1072,withdrawal,4490.97,1418.18,-3072.79,online,Masvingo,2025-04-03 08:05:27,1
T00872,A1040,payment,926.48,770.51,-155.97000000000003,mobile,Bulawayo,2025-04-27 22:25:29,1
T00873,A1053,withdrawal,1223.6,9739.71,8516.109999999999,online,Bulawayo,2025-05-21 07:20:53,0
T00874,A1095,transfer,395.74,4702.5,4306.76,online,Harare,2025-04-18 20:43:01,0
T00875,A1034,payment,494.13,6931.38,6437.25,online,Masvingo,2025-05-16 15:45:14,0
T00876,A1032,withdrawal,1406.28,8073.98,6667.7,online,Gweru,2025-04-05 05:17:06,0
T00877,A1038,payment,310.41,9619.72,9309.31,ATM,Masvingo,2025-04-01 16:28:25,0
T00878,A1094,transfer,65.88,2671.17,2605.29,branch,Bulawayo,2025-04-04 19:30:31,0
T00879,A1073,withdrawal,2463.03,8622.16,6159.129999999999,ATM,Masvingo,2025-03-31 04:59:46,0
T00880,A1080,deposit,3564.84,9421.59,12986.43,branch,Harare,2025-04-11 09:13:14,0
T00881,A1011,payment,3212.73,2724.46,-488.27,ATM,Masvingo,2025-05-12 07:35:00,1
T00882,A1018,withdrawal,1680.51,5837.68,4157.17,branch,Bulawayo,2025-04-22 15:55:37,0
T00883,A1089,payment,3394.55,3775.5,380.9499999999998,branch,Masvingo,2025-04-30 08:16:31,0
T00884,A1070,transfer,5718.8,5005.03,-713.7700000000004,ATM,Mutare,2025-04-06 13:22:10,1
T00885,A1019,deposit,2481.17,4711.59,7192.76,branch,Harare,2025-05-14 17:45:55,0
T00886,A1014,payment,4518.21,7030.79,2512.58,ATM,Bulawayo,2025-04-21 15:23:40,0
T00887,A1046,payment,3509.24,339.46,-3169.7799999999997,branch,Mutare,2025-05-13 22:22:14,1
T00888,A1059,transfer,1206.93,8130.86,6923.929999999999,ATM,Mutare,2025-04-09 16:16:20,0
T00889,A1053,payment,862.7,2735.32,1872.6200000000001,mobile,Mutare,2025-04-16 00:32:30,0
T00890,A1045,payment,4353.65,2627.43,-1726.2199999999998,ATM,Bulawayo,2025-04-05 18:59:43,1
T00891,A1084,deposit,4123.3,5692.56,9815.86,mobile,Mutare,2025-04-18 07:38:37,0
T00892,A1013,deposit,1592.4,658.66,2251.06,branch,Harare,2025-04-03 17:30:10,0
T00893,A1001,transfer,781.49,7322.1,6540.610000000001,ATM,Masvingo,2025-04-12 03:30:47,0
T00894,A1088,transfer,2097.54,7627.13,5529.59,branch,Harare,2025-04-04 08:15:20,0
T00895,A1059,withdrawal,5896.81,6163.65,266.83999999999924,mobile,Mutare,2025-04-17 00:15:58,1
T00896,A1044,payment,3102.53,8305.17,5202.639999999999,mobile,Masvingo,2025-03-25 23:41:29,0
T00897,A1048,transfer,5016.2,8996.26,3980.0600000000004,branch,Bulawayo,2025-04-06 03:03:11,0
T00898,A1050,payment,1420.73,6038.0,4617.27,mobile,Gweru,2025-03-24 10:39:50,0
T00899,A1060,transfer,1527.29,2449.45,922.1599999999999,online,Masvingo,2025-04-03 19:23:48,0
T00900,A1080,deposit,3897.21,6853.24,10750.45,mobile,Mutare,2025-03-30 14:59:06,0
T00901,A1042,payment,4211.64,2678.14,-1533.5000000000005,mobile,Masvingo,2025-04-09 03:32:40,1
T00902,A1018,payment,2266.39,834.21,-1432.1799999999998,ATM,Harare,2025-05-16 00:37:11,1
T00903,A1019,transfer,4845.23,962.34,-3882.8899999999994,branch,Bulawayo,2025-04-11 18:20:07,1
T00904,A1061,transfer,1660.73,1830.08,169.3499999999999,ATM,Bulawayo,2025-04-06 17:47:44,0
T00905,A1066,payment,4811.14,584.85,-4226.29,mobile,Masvingo,2025-03-23 09:33:15,1
T00906,A1094,deposit,2201.22,4744.28,6945.5,ATM,Mutare,2025-04-13 22:57:40,0
T00907,A1051,withdrawal,2825.23,2021.58,-803.6500000000001,mobile,Gweru,2025-05-10 23:01:36,1
T00908,A1030,withdrawal,4324.18,1541.95,-2782.2300000000005,branch,Masvingo,2025-04-26 03:21:52,1
T00909,A1053,deposit,3532.91,9040.85,12573.76,branch,Mutare,2025-05-08 12:49:51,0
T00910,A1057,deposit,2865.63,9427.29,12292.920000000002,mobile,Mutare,2025-03-24 03:17:49,0
T00911,A1008,withdrawal,2842.92,4572.18,1729.2600000000002,ATM,Gweru,2025-04-01 07:54:50,0
T00912,A1045,withdrawal,557.24,6864.27,6307.030000000001,online,Harare,2025-04-24 10:50:48,0
T00913,A1065,transfer,430.03,9791.26,9361.23,branch,Bulawayo,2025-04-27 07:03:55,0
T00914,A1089,withdrawal,1462.6,6572.51,5109.91,mobile,Bulawayo,2025-05-15 03:53:56,0
T00915,A1034,deposit,417.65,320.7,738.3499999999999,branch,Masvingo,2025-04-15 23:03:56,0
T00916,A1068,deposit,1907.01,9497.02,11404.03,ATM,Bulawayo,2025-05-16 23:00:12,0
T00917,A1084,withdrawal,3731.19,8684.38,4953.189999999999,online,Bulawayo,2025-04-14 19:06:18,0
T00918,A1032,transfer,5242.09,6256.03,1013.9399999999996,branch,Bulawayo,2025-03-29 19:57:57,0
T00919,A1051,payment,5498.9,5808.92,310.02000000000044,mobile,Gweru,2025-05-01 23:13:15,0
T00920,A1039,payment,4936.39,4801.62,-134.77000000000044,online,Gweru,2025-03-25 04:28:10,1
T00921,A1097,transfer,5605.46,1287.27,-4318.1900000000005,online,Gweru,2025-04-23 22:59:10,1
T00922,A1011,payment,21.0,8114.17,8093.17,mobile,Harare,2025-03-31 22:21:07,0
T00923,A1045,transfer,4449.75,3165.38,-1284.37,mobile,Mutare,2025-05-13 16:55:44,1
T00924,A1013,payment,4868.85,722.54,-4146.31,ATM,Masvingo,2025-04-05 01:32:13,1
T00925,A1008,withdrawal,4512.42,8800.66,4288.24,branch,Masvingo,2025-05-17 00:31:10,0
T00926,A1010,deposit,2564.45,4564.88,7129.33,ATM,Mutare,2025-05-16 14:44:59,0
T00927,A1082,payment,2475.91,5967.86,3491.95,mobile,Gweru,2025-04-06 06:33:56,0
T00928,A1059,payment,4506.9,1381.98,-3124.9199999999996,ATM,Gweru,2025-04-14 15:54:14,1
T00929,A1072,withdrawal,713.87,4709.2,3995.33,branch,Mutare,2025-04-16 22:07:23,0
T00930,A1091,transfer,2487.4,3956.56,1469.1599999999999,online,Harare,2025-04-05 16:50:20,0
T00931,A1017,deposit,4628.21,2848.8,7477.01,branch,Bulawayo,2025-03-28 00:33:50,0
T00932,A1080,withdrawal,5992.22,6637.06,644.8400000000001,branch,Mutare,2025-04-10 05:19:12,0
T00933,A1065,transfer,5630.02,5852.25,222.22999999999956,branch,Bulawayo,2025-04-17 02:20:44,0
T00934,A1016,deposit,4582.98,3514.36,8097.34,online,Bulawayo,2025-04-26 03:04:08,0
T00935,A1076,deposit,1751.21,1705.9,3457.11,branch,Gweru,2025-04-16 14:14:52,0
T00936,A1014,transfer,3549.56,1182.02,-2367.54,mobile,Gweru,2025-04-29 04:00:31,1
T00937,A1079,transfer,3023.01,1399.35,-1623.6600000000003,branch,Gweru,2025-04-14 21:36:24,1
T00938,A1017,withdrawal,5297.28,9931.22,4633.94,branch,Masvingo,2025-05-07 19:25:20,0
T00939,A1092,withdrawal,3543.43,2359.56,-1183.87,branch,Bulawayo,2025-04-15 06:34:30,1
T00940,A1093,payment,3327.18,7559.73,4232.549999999999,branch,Gweru,2025-04-04 12:19:08,0
T00941,A1048,deposit,4037.06,3459.02,-578.04,branch,Mutare,2025-03-25 01:00:29,1
T00942,A1058,withdrawal,5045.06,1267.23,-3777.8300000000004,branch,Bulawayo,2025-04-26 18:21:27,1
